DOI,Sample_ID,Subsample_ID,Location,Source,Date,Concentration,Concentration_Units
10.3390/app112110109,USA8.10.3390/app112110109,N/A,USA,Drinking water treatment plant,N/A,0.098,particles/L
10.3390/app112110109,USA9.10.3390/app112110109,N/A,USA,Drinking water treatment plant,N/A,0.00088,particles/L
10.1016/j.jhazmat.2021.125347,27.11.2019.10.1016/j.jhazmat.2021.125347,N/A,"Kolkata, India",Drinking water treatment plant,11/27/19,2.71,particles/L
10.1016/j.jhazmat.2021.125347,21.12.2019.10.1016/j.jhazmat.2021.125347,N/A,"Kolkata, India",Drinking water treatment plant,12/21/19,2.56,particles/L
10.1016/j.jhazmat.2021.125347,22.01.2020.10.1016/j.jhazmat.2021.125347,N/A,"Kolkata, India",Drinking water treatment plant,1/22/20,2.40,particles/L
10.1016/j.jhazmat.2021.125347,19.02.2020.10.1016/j.jhazmat.2021.125347,N/A,"Kolkata, India",Drinking water treatment plant,2/19/20,2.85,particles/L
10.1016/j.jhazmat.2021.125347,16.03.2020.10.1016/j.jhazmat.2021.125347,N/A,"Kolkata, India",Drinking water treatment plant,3/16/20,3.23,particles/L
10.1016/j.scitotenv.2020.140236,Milence.10.1016/j.scitotenv.2020.140236,Milence_Fibers.10.1016/j.scitotenv.2020.140236,"Uhlava River, Czech Republic",Drinking water treatment plant,N/A,2.8,particles/L
10.1016/j.scitotenv.2020.140236,Milence.10.1016/j.scitotenv.2020.140236,Milence_Fragments.10.1016/j.scitotenv.2020.140236,"Uhlava River, Czech Republic",Drinking water treatment plant,N/A,17,particles/L
10.1016/j.scitotenv.2020.140236,Plzen.10.1016/j.scitotenv.2020.140236,Plzen_Fibers.10.1016/j.scitotenv.2020.140236,"Uhlava River, Czech Republic",Drinking water treatment plant,N/A,12,particles/L
10.1016/j.scitotenv.2020.140236,Plzen.10.1016/j.scitotenv.2020.140236,Plzen_Fragments.10.1016/j.scitotenv.2020.140236,"Uhlava River, Czech Republic",Drinking water treatment plant,N/A,180,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,1.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,125,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,2.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,0,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,3.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,4.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,872,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,5.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,6.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,7.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,8.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,9.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,10.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,11.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,12.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,13.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,14.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,15.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,748,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,16.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,17.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,1247,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,18.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,623,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,19.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,20.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,21.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,125,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,22.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,23.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,24.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,25.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,26.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,0,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,27.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,1247,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,28.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,29.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,623,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,30.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,31.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,499,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,32.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,33.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,748,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,34.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,623,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,35.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,36.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,374,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,37.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,249,particles/L
10.1016/j.chemosphere.2020.126493,10.1016/j.chemosphere.2020.126493,38.10.1016/j.chemosphere.2020.126493,China,Drinking water treatment plant,N/A,748,particles/L
10.1016/j.scitotenv.2019.134520,Finished.10.1016/j.scitotenv.2019.134520,N/A,"Yangtze River, China",Drinking water treatment plant,N/A,930,particles/L
10.1007/s11356-021-13769-x,April_DWTP.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Drinking water treatment plant,Apr-19,282,particles/L
10.1007/s11356-021-13769-x,April_Tap.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Tap Water,Apr-19,267,particles/L
10.1007/s11356-021-13769-x,May_DWTP.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Drinking water treatment plant,May-19,338,particles/L
10.1007/s11356-021-13769-x,May_Tap.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Tap Water,May-19,321,particles/L
10.1007/s11356-021-13769-x,June_DWTP.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Drinking water treatment plant,Jun-19,388,particles/L
10.1007/s11356-021-13769-x,June_Tap.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Tap Water,Jun-19,381,particles/L
10.1007/s11356-021-13769-x,July_DWTP.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Drinking water treatment plant,Jul-19,400,particles/L
10.1007/s11356-021-13769-x,July_Tap.10.1007/s11356-021-13769-x,N/A,XiangJiang River,Tap Water,Jul-19,405,particles/L
10.1016/j.scitotenv.2021.148001,TCQS.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,400,particles/m3
10.1016/j.scitotenv.2021.148001,SHN.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,510,particles/m3
10.1016/j.scitotenv.2021.148001,CHQ.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,510,particles/m3
10.1016/j.scitotenv.2021.148001,CHH.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,550,particles/m3
10.1016/j.scitotenv.2021.148001,ZHB.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,600,particles/m3
10.1016/j.scitotenv.2021.148001,DAS.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,605,particles/m3
10.1016/j.scitotenv.2021.148001,XHS.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,630,particles/m3
10.1016/j.scitotenv.2021.148001,HNZ.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,750,particles/m3
10.1016/j.scitotenv.2021.148001,TCH.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,560,particles/m3
10.1016/j.scitotenv.2021.148001,WHH.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,600,particles/m3
10.1016/j.scitotenv.2021.148001,Spr.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,390,particles/m3
10.1016/j.scitotenv.2021.148001,Sum.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,360,particles/m3
10.1016/j.scitotenv.2021.148001,Aut.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,750,particles/m3
10.1016/j.scitotenv.2021.148001,Win.10.1016/j.scitotenv.2021.148001,N/A,"South-to-North Water Diversion Project, China",Drinking water canal,N/A,540,particles/m3
10.1016/j.scitotenv.2022.154015,1.10.1016/j.scitotenv.2022.154015,N/A,South Korea,Drinking water treatment plant,N/A,0.2,particles/L
