SampleID,SubsampleID,Polymer,Percentage
1.10.1016/j.watres.2017.11.011,N/A,PEST,59%
1.10.1016/j.watres.2017.11.011,N/A,PE,9%
1.10.1016/j.watres.2017.11.011,N/A,PP,1%
1.10.1016/j.watres.2017.11.011,N/A,PA,1%
2.10.1016/j.watres.2017.11.011,N/A,PEST,84%
2.10.1016/j.watres.2017.11.011,N/A,PE,5%
2.10.1016/j.watres.2017.11.011,N/A,PP,7%
2.10.1016/j.watres.2017.11.011,N/A,PA,2%
3.10.1016/j.watres.2017.11.011,N/A,PEST,41%
3.10.1016/j.watres.2017.11.011,N/A,PE,35%
3.10.1016/j.watres.2017.11.011,N/A,PP,8%
4.10.1016/j.watres.2017.11.011,N/A,PE,38%
4.10.1016/j.watres.2017.11.011,N/A,PEST,32%
4.10.1016/j.watres.2017.11.011,N/A,PP,26%
1.10.1039/c6ay01184e,N/A,PS,N/A
1.10.1039/c6ay01184e,N/A,PE+PS,N/A
1.10.1039/c6ay01184e,N/A,PE,N/A
1.10.1039/c6ay01184e,N/A,Cellulose,N/A
2.10.1039/c6ay01184e,N/A,PET,N/A
IB 101119.10.3389/fchem.2018.00407,N/A,PP,54%
IB 101119.10.3389/fchem.2018.00407,N/A,Nylon,16%
IB 101119.10.3389/fchem.2018.00407,N/A,PS,11%
IB 101119.10.3389/fchem.2018.00407,N/A,PE,10%
IB 101119.10.3389/fchem.2018.00407,N/A,PEST,6%
BB 311019 08: 11 PSRL6.10.3389/fchem.2018.00407,N/A,PP,54%
BB 311019 08: 11 PSRL6.10.3389/fchem.2018.00407,N/A,Nylon,16%
BB 311019 08: 11 PSRL6.10.3389/fchem.2018.00407,N/A,PS,11%
BB 311019 08: 11 PSRL6.10.3389/fchem.2018.00407,N/A,PE,10%
BB 311019 08: 11 PSRL6.10.3389/fchem.2018.00407,N/A,PEST,6%
BB 311019 09: 50 STB1.10.3389/fchem.2018.00407,N/A,PP,54%
BB 311019 09: 50 STB1.10.3389/fchem.2018.00407,N/A,Nylon,16%
BB 311019 09: 50 STB1.10.3389/fchem.2018.00407,N/A,PS,11%
BB 311019 09: 50 STB1.10.3389/fchem.2018.00407,N/A,PE,10%
BB 311019 09: 50 STB1.10.3389/fchem.2018.00407,N/A,PEST,6%
Oct0719.10.3389/fchem.2018.00407,N/A,PP,54%
Oct0719.10.3389/fchem.2018.00407,N/A,Nylon,16%
Oct0719.10.3389/fchem.2018.00407,N/A,PS,11%
Oct0719.10.3389/fchem.2018.00407,N/A,PE,10%
Oct0719.10.3389/fchem.2018.00407,N/A,PEST,6%
BN7141A04117.10.3389/fchem.2018.00407,N/A,PP,54%
BN7141A04117.10.3389/fchem.2018.00407,N/A,Nylon,16%
BN7141A04117.10.3389/fchem.2018.00407,N/A,PS,11%
BN7141A04117.10.3389/fchem.2018.00407,N/A,PE,10%
BN7141A04117.10.3389/fchem.2018.00407,N/A,PEST,6%
HE.B.No 229 (BM/AS).10.3389/fchem.2018.00407,N/A,PP,54%
HE.B.No 229 (BM/AS).10.3389/fchem.2018.00407,N/A,Nylon,16%
HE.B.No 229 (BM/AS).10.3389/fchem.2018.00407,N/A,PS,11%
HE.B.No 229 (BM/AS).10.3389/fchem.2018.00407,N/A,PE,10%
HE.B.No 229 (BM/AS).10.3389/fchem.2018.00407,N/A,PEST,6%
MU.N.No.298 (MA/AD).10.3389/fchem.2018.00407,N/A,PP,54%
MU.N.No.298 (MA/AD).10.3389/fchem.2018.00407,N/A,Nylon,16%
MU.N.No.298 (MA/AD).10.3389/fchem.2018.00407,N/A,PS,11%
MU.N.No.298 (MA/AD).10.3389/fchem.2018.00407,N/A,PE,10%
MU.N.No.298 (MA/AD).10.3389/fchem.2018.00407,N/A,PEST,6%
SO.B No.087 (AS/LB).10.3389/fchem.2018.00407,N/A,PP,54%
SO.B No.087 (AS/LB).10.3389/fchem.2018.00407,N/A,Nylon,16%
SO.B No.087 (AS/LB).10.3389/fchem.2018.00407,N/A,PS,11%
SO.B No.087 (AS/LB).10.3389/fchem.2018.00407,N/A,PE,10%
SO.B No.087 (AS/LB).10.3389/fchem.2018.00407,N/A,PEST,6%
Oct 0118NHBRB.10.3389/fchem.2018.00407,N/A,PP,54%
Oct 0118NHBRB.10.3389/fchem.2018.00407,N/A,Nylon,16%
Oct 0118NHBRB.10.3389/fchem.2018.00407,N/A,PS,11%
Oct 0118NHBRB.10.3389/fchem.2018.00407,N/A,PE,10%
Oct 0118NHBRB.10.3389/fchem.2018.00407,N/A,PEST,6%
P18NOV17CG3.10.3389/fchem.2018.00407,N/A,PP,54%
P18NOV17CG3.10.3389/fchem.2018.00407,N/A,Nylon,16%
P18NOV17CG3.10.3389/fchem.2018.00407,N/A,PS,11%
P18NOV17CG3.10.3389/fchem.2018.00407,N/A,PE,10%
P18NOV17CG3.10.3389/fchem.2018.00407,N/A,PEST,6%
17.11.18.10.3389/fchem.2018.00407,N/A,PP,54%
17.11.18.10.3389/fchem.2018.00407,N/A,Nylon,16%
17.11.18.10.3389/fchem.2018.00407,N/A,PS,11%
17.11.18.10.3389/fchem.2018.00407,N/A,PE,10%
17.11.18.10.3389/fchem.2018.00407,N/A,PEST,6%
14.10.18.10.3389/fchem.2018.00407,N/A,PP,54%
14.10.18.10.3389/fchem.2018.00407,N/A,Nylon,16%
14.10.18.10.3389/fchem.2018.00407,N/A,PS,11%
14.10.18.10.3389/fchem.2018.00407,N/A,PE,10%
14.10.18.10.3389/fchem.2018.00407,N/A,PEST,6%
09.08.18.10.3389/fchem.2018.00407,N/A,PP,54%
09.08.18.10.3389/fchem.2018.00407,N/A,Nylon,16%
09.08.18.10.3389/fchem.2018.00407,N/A,PS,11%
09.08.18.10.3389/fchem.2018.00407,N/A,PE,10%
09.08.18.10.3389/fchem.2018.00407,N/A,PEST,6%
PRD 03 21 2017 14:02.10.3389/fchem.2018.00407,N/A,PP,54%
PRD 03 21 2017 14:02.10.3389/fchem.2018.00407,N/A,Nylon,16%
PRD 03 21 2017 14:02.10.3389/fchem.2018.00407,N/A,PS,11%
PRD 03 21 2017 14:02.10.3389/fchem.2018.00407,N/A,PE,10%
PRD 03 21 2017 14:02.10.3389/fchem.2018.00407,N/A,PEST,6%
PRD 05 24 17 11:29.10.3389/fchem.2018.00407,N/A,PP,54%
PRD 05 24 17 11:29.10.3389/fchem.2018.00407,N/A,Nylon,16%
PRD 05 24 17 11:29.10.3389/fchem.2018.00407,N/A,PS,11%
PRD 05 24 17 11:29.10.3389/fchem.2018.00407,N/A,PE,10%
PRD 05 24 17 11:29.10.3389/fchem.2018.00407,N/A,PEST,6%
07.142018 2.10.3389/fchem.2018.00407,N/A,PP,54%
07.142018 2.10.3389/fchem.2018.00407,N/A,Nylon,16%
07.142018 2.10.3389/fchem.2018.00407,N/A,PS,11%
07.142018 2.10.3389/fchem.2018.00407,N/A,PE,10%
07.142018 2.10.3389/fchem.2018.00407,N/A,PEST,6%
NV No. AC-51-07269.10.3389/fchem.2018.00407,N/A,PP,54%
NV No. AC-51-07269.10.3389/fchem.2018.00407,N/A,Nylon,16%
NV No. AC-51-07269.10.3389/fchem.2018.00407,N/A,PS,11%
NV No. AC-51-07269.10.3389/fchem.2018.00407,N/A,PE,10%
NV No. AC-51-07269.10.3389/fchem.2018.00407,N/A,PEST,6%
FAB: 211017 09:06SP.10.3389/fchem.2018.00407,N/A,PP,54%
FAB: 211017 09:06SP.10.3389/fchem.2018.00407,N/A,Nylon,16%
FAB: 211017 09:06SP.10.3389/fchem.2018.00407,N/A,PS,11%
FAB: 211017 09:06SP.10.3389/fchem.2018.00407,N/A,PE,10%
FAB: 211017 09:06SP.10.3389/fchem.2018.00407,N/A,PEST,6%
FAB: 160817 15:05SP.10.3389/fchem.2018.00407,N/A,PP,54%
FAB: 160817 15:05SP.10.3389/fchem.2018.00407,N/A,Nylon,16%
FAB: 160817 15:05SP.10.3389/fchem.2018.00407,N/A,PS,11%
FAB: 160817 15:05SP.10.3389/fchem.2018.00407,N/A,PE,10%
FAB: 160817 15:05SP.10.3389/fchem.2018.00407,N/A,PEST,6%
FAB: 091217 16:53SP.10.3389/fchem.2018.00407,N/A,PP,54%
FAB: 091217 16:53SP.10.3389/fchem.2018.00407,N/A,Nylon,16%
FAB: 091217 16:53SP.10.3389/fchem.2018.00407,N/A,PS,11%
FAB: 091217 16:53SP.10.3389/fchem.2018.00407,N/A,PE,10%
FAB: 091217 16:53SP.10.3389/fchem.2018.00407,N/A,PEST,6%
100517 278WF246.10.3389/fchem.2018.00407,N/A,PP,54%
100517 278WF246.10.3389/fchem.2018.00407,N/A,Nylon,16%
100517 278WF246.10.3389/fchem.2018.00407,N/A,PS,11%
100517 278WF246.10.3389/fchem.2018.00407,N/A,PE,10%
100517 278WF246.10.3389/fchem.2018.00407,N/A,PEST,6%
P: 4/11/17 03:34 AZ.10.3389/fchem.2018.00407,N/A,PP,54%
P: 4/11/17 03:34 AZ.10.3389/fchem.2018.00407,N/A,Nylon,16%
P: 4/11/17 03:34 AZ.10.3389/fchem.2018.00407,N/A,PS,11%
P: 4/11/17 03:34 AZ.10.3389/fchem.2018.00407,N/A,PE,10%
P: 4/11/17 03:34 AZ.10.3389/fchem.2018.00407,N/A,PEST,6%
730805210A 23:28.10.3389/fchem.2018.00407,N/A,PP,54%
730805210A 23:28.10.3389/fchem.2018.00407,N/A,Nylon,16%
730805210A 23:28.10.3389/fchem.2018.00407,N/A,PS,11%
730805210A 23:28.10.3389/fchem.2018.00407,N/A,PE,10%
730805210A 23:28.10.3389/fchem.2018.00407,N/A,PEST,6%
BBE 11.2018 10.10.3389/fchem.2018.00407,N/A,PP,54%
BBE 11.2018 10.10.3389/fchem.2018.00407,N/A,Nylon,16%
BBE 11.2018 10.10.3389/fchem.2018.00407,N/A,PS,11%
BBE 11.2018 10.10.3389/fchem.2018.00407,N/A,PE,10%
BBE 11.2018 10.10.3389/fchem.2018.00407,N/A,PEST,6%
20171102 1214JN.10.3389/fchem.2018.00407,N/A,PP,54%
20171102 1214JN.10.3389/fchem.2018.00407,N/A,Nylon,16%
20171102 1214JN.10.3389/fchem.2018.00407,N/A,PS,11%
20171102 1214JN.10.3389/fchem.2018.00407,N/A,PE,10%
20171102 1214JN.10.3389/fchem.2018.00407,N/A,PEST,6%
20171021 3214GH.10.3389/fchem.2018.00407,N/A,PP,54%
20171021 3214GH.10.3389/fchem.2018.00407,N/A,Nylon,16%
20171021 3214GH.10.3389/fchem.2018.00407,N/A,PS,11%
20171021 3214GH.10.3389/fchem.2018.00407,N/A,PE,10%
20171021 3214GH.10.3389/fchem.2018.00407,N/A,PEST,6%
20171103 2106WF.10.3389/fchem.2018.00407,N/A,PP,54%
20171103 2106WF.10.3389/fchem.2018.00407,N/A,Nylon,16%
20171103 2106WF.10.3389/fchem.2018.00407,N/A,PS,11%
20171103 2106WF.10.3389/fchem.2018.00407,N/A,PE,10%
20171103 2106WF.10.3389/fchem.2018.00407,N/A,PEST,6%
Nethen.1.10.1016/j.sciotenv.2018.08.178,N/A,PVC,N/A
Nethen.1.10.1016/j.sciotenv.2018.08.178,N/A,Epoxy resin,N/A
Nethen.3.10.1016/j.sciotenv.2018.08.178,N/A,PA,N/A
Holdorf.1a.10.1016/j.sciotenv.2018.08.178,N/A,PEST,N/A
Holdorf.2.10.1016/j.sciotenv.2018.08.178,N/A,PVC,N/A
Holdorf.3.10.1016/j.sciotenv.2018.08.178,N/A,PA,N/A
Holdorf.3.10.1016/j.sciotenv.2018.08.178,N/A,PEST,N/A
Sandelermoens.2.10.1016/j.sciotenv.2018.08.178,N/A,PA,N/A
Sandelermoens.3.10.1016/j.sciotenv.2018.08.178,N/A,PEST,N/A
Thuelsfelde.2.10.1016/j.sciotenv.2018.08.178,N/A,PVC,N/A
Thuelsfelde.3.10.1016/j.sciotenv.2018.08.178,N/A,PEST,N/A
Holdorf.Well 1.10.1016/j.sciotenv.2018.08.178,N/A,PE,N/A
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PAM,16%
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PE,12%
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PET,43%
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PP,23%
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PVC,2%
WTP1_Treated.10.1016/j.sciotenv.2018.08.178,N/A,others,5%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PAM,16%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PE,12%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PET,43%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PP,23%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PVC,2%
WTP2_Treated.10.1016/j.sciotenv.2018.08.178,N/A,others,5%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PAM,16%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PE,12%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PET,43%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PP,23%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,PVC,2%
WTP3_Treated.10.1016/j.sciotenv.2018.08.178,N/A,others,5%
1a.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,31%
1b.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,28%
2.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,56%
3.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,42%
4.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,23%
5.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,57%
6.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,18%
7.http://dce2.au.dk/pub/SR291.pdf ,N/A,PP,10%
7.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,70%
8.http://dce2.au.dk/pub/SR291.pdf ,N/A,PS,3%
8.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,13%
9.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,33%
10.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,54%
11.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,55%
12.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,30%
13.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,33%
14.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,100%
15.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,21%
15.http://dce2.au.dk/pub/SR291.pdf ,N/A,PP,5%
16.http://dce2.au.dk/pub/SR291.pdf ,N/A,PET,5%
16.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,35%
17.http://dce2.au.dk/pub/SR291.pdf ,N/A,Cellulose,31%
S2.10.1016/j.hazmat.2021.125708,N/A,PA,N/A
S2.10.1016/j.hazmat.2021.125708,N/A,PVC,N/A
S2.10.1016/j.hazmat.2021.125708,N/A,PET,N/A
S2.10.1016/j.hazmat.2021.125708,N/A,PE,N/A
S3.10.1016/j.hazmat.2021.125708,N/A,PA,N/A
S3.10.1016/j.hazmat.2021.125708,N/A,PVC,N/A
S3.10.1016/j.hazmat.2021.125708,N/A,PET,N/A
S3.10.1016/j.hazmat.2021.125708,N/A,PE,N/A
S4.10.1016/j.hazmat.2021.125708,N/A,PVC,N/A
S4.10.1016/j.hazmat.2021.125708,N/A,PE,N/A
settled_10.1016/j.chemosphere.2021.132587,N/A,plastic additive,N/A
settled_10.1016/j.chemosphere.2021.132587,N/A,PBT,N/A
settled_10.1016/j.chemosphere.2021.132587,N/A,PE,N/A
settled_10.1016/j.chemosphere.2021.132587,N/A,PU,N/A
settled_10.1016/j.chemosphere.2021.132587,N/A,PET-PEST,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PAN,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,plastic additive,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PBT,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PE,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PU,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PP,N/A
filtered_10.1016/j.chemosphere.2021.132587,N/A,PET-PEST,N/A
clearwell_10.1016/j.chemosphere.2021.132587,N/A,silicone,N/A
clearwell_10.1016/j.chemosphere.2021.132587,N/A,plastic additive,N/A
clearwell_10.1016/j.chemosphere.2021.132587,N/A,PE,N/A
clearwell_10.1016/j.chemosphere.2021.132587,N/A,PU,N/A
clearwell_10.1016/j.chemosphere.2021.132587,N/A,PET-PEST,N/A
distribution_10.1016/j.chemosphere.2021.132587,N/A,plastic additive,N/A
distribution_10.1016/j.chemosphere.2021.132587,N/A,PBT,N/A
distribution_10.1016/j.chemosphere.2021.132587,N/A,PE,N/A
distribution_10.1016/j.chemosphere.2021.132587,N/A,PP,N/A
distribution_10.1016/j.chemosphere.2021.132587,N/A,PET-PEST,N/A
V.10.1016/j.watres.2020.11.6519,N/A,acrylic,N/A
V.10.1016/j.watres.2020.11.6519,N/A,PE,N/A
V.10.1016/j.watres.2020.11.6519,N/A,PVC,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,polyester,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,acrylic,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PA,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PE,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PVC,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PS,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PU,N/A
BJP.10.1016/j.watres.2020.11.6519,N/A,PP,N/A
BJH.10.1016/j.watres.2020.11.6519,N/A,polyester,N/A
BJH.10.1016/j.watres.2020.11.6519,N/A,acrylic,N/A
BJH.10.1016/j.watres.2020.11.6519,N/A,PA,N/A
BJH.10.1016/j.watres.2020.11.6519,N/A,PVC,N/A
BJH.10.1016/j.watres.2020.11.6519,N/A,PP,N/A
BOP.10.1016/j.watres.2020.11.6519,N/A,polyester,N/A
BOP.10.1016/j.watres.2020.11.6519,N/A,acrylic,N/A
BOP.10.1016/j.watres.2020.11.6519,N/A,PA,N/A
BOP.10.1016/j.watres.2020.11.6519,N/A,PS,N/A
BOP.10.1016/j.watres.2020.11.6519,N/A,PP,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,polyester,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,acrylic,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,PA,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,PE,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,PVC,N/A
BOH.10.1016/j.watres.2020.11.6519,N/A,PP,N/A
1.10.1007/s11270-022-05649-y,N/A,PE,N/A
1.10.1007/s11270-022-05649-y,N/A,PS,N/A
1.10.1007/s11270-022-05649-y,N/A,PP,N/A
1.10.1016/j.scitotenv.2021.152623,N/A,PS,N/A
A_BioTreatment.10.1016/j.scitotenv.2021.150545,A_BioTreatment_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_BioTreatment.10.1016/j.scitotenv.2021.150545,A_BioTreatment_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_BioTreatment.10.1016/j.scitotenv.2021.150545,A_BioTreatment_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_Sedimentation.10.1016/j.scitotenv.2021.150545,A_Sedimentation_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_Sedimentation.10.1016/j.scitotenv.2021.150545,A_Sedimentation_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_Sedimentation.10.1016/j.scitotenv.2021.150545,A_Sedimentation_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_Ozonation.10.1016/j.scitotenv.2021.150545,A_Ozonation_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_Ozonation.10.1016/j.scitotenv.2021.150545,A_Ozonation_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_Ozonation.10.1016/j.scitotenv.2021.150545,A_Ozonation_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_BAC.10.1016/j.scitotenv.2021.150545,A_BAC_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_BAC.10.1016/j.scitotenv.2021.150545,A_BAC_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_BAC.10.1016/j.scitotenv.2021.150545,A_BAC_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_Flocc.10.1016/j.scitotenv.2021.150545,A_Flocc_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_Flocc.10.1016/j.scitotenv.2021.150545,A_Flocc_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_Flocc.10.1016/j.scitotenv.2021.150545,A_Flocc_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_Sand.10.1016/j.scitotenv.2021.150545,A_Sand_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_Sand.10.1016/j.scitotenv.2021.150545,A_Sand_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_Sand.10.1016/j.scitotenv.2021.150545,A_Sand_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
A_Treated.10.1016/j.scitotenv.2021.150545,A_Treated_PE.10.1016/j.scitotenv.2021.150545,PE,100%
A_Treated.10.1016/j.scitotenv.2021.150545,A_Treated_PP.10.1016/j.scitotenv.2021.150545,PP,100%
A_Treated.10.1016/j.scitotenv.2021.150545,A_Treated_PVC.10.1016/j.scitotenv.2021.150545,PVC,100%
B_BioTreatment.10.1016/j.scitotenv.2021.150545,B_BioTreatment_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_BioTreatment.10.1016/j.scitotenv.2021.150545,B_BioTreatment_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_BioTreatment.10.1016/j.scitotenv.2021.150545,B_BioTreatment_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_Sedimentation.10.1016/j.scitotenv.2021.150545,B_Sedimentation_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_Sedimentation.10.1016/j.scitotenv.2021.150545,B_Sedimentation_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_Sedimentation.10.1016/j.scitotenv.2021.150545,B_Sedimentation_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_Ozonation.10.1016/j.scitotenv.2021.150545,B_Ozonation_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_Ozonation.10.1016/j.scitotenv.2021.150545,B_Ozonation_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_Ozonation.10.1016/j.scitotenv.2021.150545,B_Ozonation_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_BAC.10.1016/j.scitotenv.2021.150545,B_BAC_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_BAC.10.1016/j.scitotenv.2021.150545,B_BAC_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_BAC.10.1016/j.scitotenv.2021.150545,B_BAC_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_Flocc.10.1016/j.scitotenv.2021.150545,B_Flocc_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_Flocc.10.1016/j.scitotenv.2021.150545,B_Flocc_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_Flocc.10.1016/j.scitotenv.2021.150545,B_Flocc_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_Sand.10.1016/j.scitotenv.2021.150545,B_Sand_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_Sand.10.1016/j.scitotenv.2021.150545,B_Sand_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_Sand.10.1016/j.scitotenv.2021.150545,B_Sand_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
B_Treated.10.1016/j.scitotenv.2021.150545,B_Treated_PA.10.1016/j.scitotenv.2021.150545,PA,100%
B_Treated.10.1016/j.scitotenv.2021.150545,B_Treated_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
B_Treated.10.1016/j.scitotenv.2021.150545,B_Treated_VINYON.10.1016/j.scitotenv.2021.150545,VINYON,100%
C_BioTreatment.10.1016/j.scitotenv.2021.150545,C_BioTreatment_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_BioTreatment.10.1016/j.scitotenv.2021.150545,C_BioTreatment_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_BioTreatment.10.1016/j.scitotenv.2021.150545,C_BioTreatment_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_Sedimentation.10.1016/j.scitotenv.2021.150545,C_Sedimentation_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_Sedimentation.10.1016/j.scitotenv.2021.150545,C_Sedimentation_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_Sedimentation.10.1016/j.scitotenv.2021.150545,C_Sedimentation_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_Ozonation.10.1016/j.scitotenv.2021.150545,C_Ozonation_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_Ozonation.10.1016/j.scitotenv.2021.150545,C_Ozonation_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_Ozonation.10.1016/j.scitotenv.2021.150545,C_Ozonation_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_BAC.10.1016/j.scitotenv.2021.150545,C_BAC_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_BAC.10.1016/j.scitotenv.2021.150545,C_BAC_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_BAC.10.1016/j.scitotenv.2021.150545,C_BAC_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_Flocc.10.1016/j.scitotenv.2021.150545,C_Flocc_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_Flocc.10.1016/j.scitotenv.2021.150545,C_Flocc_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_Flocc.10.1016/j.scitotenv.2021.150545,C_Flocc_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_Sand.10.1016/j.scitotenv.2021.150545,C_Sand_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_Sand.10.1016/j.scitotenv.2021.150545,C_Sand_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_Sand.10.1016/j.scitotenv.2021.150545,C_Sand_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
C_Treated.10.1016/j.scitotenv.2021.150545,C_Treated_PET.10.1016/j.scitotenv.2021.150545,PET,100%
C_Treated.10.1016/j.scitotenv.2021.150545,C_Treated_VINYL.10.1016/j.scitotenv.2021.150545,VINYL,100%
C_Treated.10.1016/j.scitotenv.2021.150545,C_Treated_OTHERS.10.1016/j.scitotenv.2021.150545,OTHERS,100%
Mintenig_10.1371/journal.pone.0236838,N/A,PE,62%
